Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume
JFU,2019-08-16,194,209.998,188.202,199.6,8,+4.18%,38630
JFU,2019-08-19,196,200,190.602,194.4,-5.2,-2.61%,14130
JFU,2019-08-20,196.2,248.816,192.2,240,45.6,+23.46%,16440
JFU,2019-08-21,240,297.6,212,212,-28.,-11.67%,17315
JFU,2019-08-22,218,243.412,214.6,227.4,15.4,+7.26%,14870
JFU,2019-08-23,221.4,228.6,211.2,212.2,-15.2,-6.68%,11295
JFU,2019-08-26,213,219.6,206.2,217,4.8,+2.26%,3015
JFU,2019-08-27,217,228,209.6,227.4,10.4,+4.79%,17140
JFU,2019-08-28,227.4,233.2,222,225.902,-1.498,-0.66%,970
JFU,2019-08-29,230.6,247.8,226,226.152,0.25,+0.11%,2305
JFU,2019-08-30,224.2,226,217,217.2,-8.952,-3.96%,1655
JFU,2019-09-03,217.8,227.8,214.8,225,7.8,+3.59%,6075
JFU,2019-09-04,225,252,221,236.4,11.4,+5.07%,8530
JFU,2019-09-05,240,274.6,240,267,30.6,+12.94%,31790
JFU,2019-09-06,268,279,258,258,-9.,-3.37%,26875
JFU,2019-09-09,260,260,213.226,236.6,-21.4,-8.29%,8320
JFU,2019-09-10,232.2,232.2,210.2,210.4,-26.2,-11.07%,3935
JFU,2019-09-11,216.8,223.714,210,210,-0.4,-0.19%,1660
JFU,2019-09-12,208.4,212.95,195.9,198.2,-11.8,-5.62%,2240
JFU,2019-09-13,204.4,204.8,200,203,4.8,+2.42%,1510
JFU,2019-09-16,204.8,214,203.2,207.6,4.6,+2.27%,2055
JFU,2019-09-17,207.6,226,203.1,224.4,16.8,+8.09%,10585
JFU,2019-09-18,225.4,225.4,215.6,218,-6.4,-2.85%,2135
JFU,2019-09-19,218,219,212.4,216,-2.,-0.92%,1355
JFU,2019-09-20,222,222,210.4,216.2,0.2,+0.09%,1010
JFU,2019-09-23,208,211.746,202,205.6,-10.6,-4.90%,1280
JFU,2019-09-24,205.8,211.146,205.8,206.6,1,+0.49%,990
JFU,2019-09-25,210.4,220,202.4,216.6,10,+4.84%,4695
JFU,2019-09-26,208.6,223,208.6,218.8,2.2,+1.02%,4220
JFU,2019-09-27,213,224,202.2,207,-11.8,-5.39%,5900
JFU,2019-09-30,204.6,224.8,204.012,223.2,16.2,+7.83%,5385
JFU,2019-10-01,217.2,241.4,206.6,236,12.8,+5.73%,35630
JFU,2019-10-02,233.2,256.8,226.6,254.6,18.6,+7.88%,7105
JFU,2019-10-03,243.8,251.8,228.6,237,-17.6,-6.91%,3995
JFU,2019-10-04,236.2,244.8,230,242,5,+2.11%,1775
JFU,2019-10-07,237.2,245.2,222,242,0,0.00%,810
JFU,2019-10-08,241.8,241.8,234,239.8,-2.2,-0.91%,820
JFU,2019-10-09,228.2,238.2,228.2,234.2,-5.6,-2.34%,915
JFU,2019-10-10,238.6,238.8,230.1,235,0.8,+0.34%,930
JFU,2019-10-11,238,240.4,236,240,5,+2.13%,210
JFU,2019-10-14,236,236,234,234,-6.,-2.50%,90
JFU,2019-10-15,239.8,239.8,230.4,235,1,+0.43%,710
JFU,2019-10-16,233,239.6,233,237.8,2.8,+1.19%,420
JFU,2019-10-17,238.2,241,234.22,240,2.2,+0.93%,1190
JFU,2019-10-18,239.4,246.528,234.6,238,-2.,-0.83%,440
JFU,2019-10-21,237.4,242,234.6,242,4,+1.68%,535
JFU,2019-10-22,238.2,240,230,230.002,-11.998,-4.96%,11590
JFU,2019-10-23,230.4,237,230.2,232.4,2.398,+1.04%,4580
JFU,2019-10-24,237,238,233,234.8,2.4,+1.03%,555
JFU,2019-10-25,237.8,265.78,235.4,247.4,12.6,+5.37%,2165
JFU,2019-10-28,250.942,250.942,242.658,242.658,-4.742,-1.92%,90
JFU,2019-10-29,259.6,276,250.2,266,23.342,+9.62%,15595
JFU,2019-10-30,262.2,264,237,240.2,-25.8,-9.70%,1650
JFU,2019-10-31,237,239.4,223,228.8,-11.4,-4.75%,2465
JFU,2019-11-01,238,238,220.2,229,0.2,+0.09%,2330
JFU,2019-11-04,232.6,232.6,226.332,230,1,+0.44%,430
JFU,2019-11-05,228.566,233.718,227.8,230.8,0.8,+0.35%,415
JFU,2019-11-06,231,233.6,229,229,-1.8,-0.78%,315
JFU,2019-11-07,238.4,238.6,231,231,2,+0.87%,70
JFU,2019-11-08,244,244,224.604,227,-4.,-1.73%,170
JFU,2019-11-11,224.6,226.848,223.4,223.6,-3.4,-1.50%,265
JFU,2019-11-12,221.4,228.2,211.8,220,-3.6,-1.61%,745
JFU,2019-11-13,218.8,220.8,218.8,220.2,0.2,+0.09%,35
JFU,2019-11-14,220.2,220.7,215.2,220,-0.2,-0.09%,710
JFU,2019-11-15,227.298,227.298,217.6,220.4,0.4,+0.18%,410
JFU,2019-11-18,218,221.6,216.4,218,-2.4,-1.09%,175
JFU,2019-11-19,218,221.784,213.4,216.2,-1.8,-0.83%,455
JFU,2019-11-20,216.2,216.2,214,216.18,-0.02,-0.01%,535
JFU,2019-11-21,213.4,216,213.4,216,-0.18,-0.08%,325
JFU,2019-11-22,218.6,218.6,214.2,214.2,-1.8,-0.83%,45
JFU,2019-11-25,215,222.364,210.6,216,1.8,+0.84%,500
JFU,2019-11-26,212.6,215.8,211.6,215.8,-0.2,-0.09%,225
